Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-02-28,2204.3578059858905,2208.8253837386137,2146.230872669716,2150.551025390625,3683249,0.0,0.0
2025-03-03,2159.1427183773503,2159.1427183773503,2119.3767883663077,2137.394287109375,1306470,0.0,0.0
2025-03-04,2140.437783808497,2140.4869254884225,2097.284437084069,2118.24755859375,1800330,0.0,0.0
2025-03-05,2112.9943232761875,2152.1710273429244,2111.0305739051128,2131.10986328125,1145673,0.0,0.0
2025-03-06,2135.5776091481193,2189.3843940941274,2124.5315180663188,2178.73095703125,1856868,0.0,0.0
2025-03-07,2186.340470972133,2186.340470972133,2149.5201676266793,2164.592041015625,1738356,0.0,0.0
2025-03-10,2167.9792709376043,2226.0570617705903,2154.87114820946,2207.0087890625,1242387,0.0,0.0
2025-03-11,2199.399349846657,2221.44238913751,2171.170451941259,2176.76708984375,1325891,0.0,0.0
2025-03-12,2177.160105947309,2189.5315841563634,2145.39636141498,2153.153076171875,1526212,0.0,0.0
2025-03-13,2145.3964226012604,2169.894150742321,2125.2188476629813,2135.38134765625,1845629,0.0,0.0
2025-03-17,2121.8312918285837,2155.656828338742,2117.412855542962,2131.8955078125,1111886,0.0,0.0
2025-03-18,2131.8955078125,2131.8955078125,2131.8955078125,2131.8955078125,0,0.0,0.0
2025-03-19,2166.9975655294597,2172.7416286827006,2153.6931147712576,2160.173583984375,1341405,0.0,0.0
2025-03-20,2163.9536812276774,2208.1380452959766,2148.783764173998,2201.755859375,1426689,0.0,0.0
2025-03-21,2204.308858765917,2214.32393347734,2185.45691112403,2205.487060546875,2152415,0.0,0.0
2025-03-24,2209.4635575040347,2224.9280841258274,2200.3812164721885,2215.3056640625,1454404,0.0,0.0
2025-03-25,2209.9547487462705,2250.4570850278583,2202.6889709722714,2230.13232421875,2229340,0.0,0.0
2025-03-26,2230.8193391946506,2238.576053510754,2197.239272084734,2205.241455078125,1416907,0.0,0.0
2025-03-27,2203.5232921909783,2219.920552767721,2160.124475668381,2203.965087890625,3752627,0.0,0.0
2025-03-28,2206.2724040098356,2254.3842632873084,2199.6938916027498,2217.90771484375,2280152,0.0,0.0
2025-04-01,2218.0551389367038,2243.240131281449,2179.7620223282347,2193.361083984375,2495962,0.0,0.0
2025-04-02,2203.0323238244255,2203.0323238244255,2150.3548394880845,2197.33740234375,1351493,0.0,0.0
2025-04-03,2185.1130403837997,2212.0654534146915,2180.3510918370066,2203.866943359375,1310088,0.0,0.0
2025-04-04,2189.580618287982,2225.959124485599,2181.7256205542135,2203.866943359375,1120226,0.0,0.0
2025-04-07,2111.0306546602815,2220.6079696442002,2111.0306546602815,2208.62890625,3435185,0.0,0.0
2025-04-08,2227.18636537145,2264.399319536186,2211.5255123036677,2247.756591796875,2774874,0.0,0.0
2025-04-09,2252.3716316716723,2311.480446220256,2248.002336789395,2307.40576171875,2989089,0.0,0.0
2025-04-11,2351.1974690128386,2351.442937710442,2301.858260794508,2323.262939453125,3836083,0.0,0.0
2025-04-15,2356.4994442091893,2356.4994442091893,2302.692658956642,2318.697265625,3042779,0.0,0.0
2025-04-16,2308.3874922964587,2332.934360568433,2308.3874922964587,2323.704833984375,1131979,0.0,0.0
2025-04-17,2314.3769314844735,2336.763482680823,2300.630685801908,2331.952392578125,1962402,0.0,0.0
2025-04-21,2325.177604656988,2329.3994741521456,2306.2273747455256,2308.387451171875,1478430,0.0,0.0
2025-04-22,2327.043143182113,2362.3906339646264,2312.413305383334,2355.222900390625,2352346,0.0,0.0
2025-04-23,2366.3180012661305,2393.810492567148,2350.0187855371846,2379.867919921875,2226066,0.0,0.0
2025-04-24,2379.8682341199365,2442.31532877599,2275.102238880822,2283.153564453125,7065430,0.0,0.0
2025-04-25,2289.633612290894,2299.4523596993467,2252.8133095091957,2289.92822265625,2859858,0.0,0.0
2025-04-28,2302.4961024476606,2306.423601129874,2273.0398623310593,2276.57470703125,1555660,0.0,0.0
2025-04-29,2285.8042666616752,2290.22270274414,2270.6834923989963,2279.618408203125,1896387,0.0,0.0
2025-04-30,2277.949398128391,2309.8603271969996,2274.0218991661004,2299.64892578125,2083807,0.0,0.0
2025-05-02,2291.7937644248273,2302.4961024476606,2268.1304889782928,2276.57470703125,1424284,0.0,0.0
2025-05-05,2281.9753174121656,2312.21686946445,2277.0659434146482,2306.03125,2074103,0.0,0.0
2025-05-06,2297.7830679976596,2346.778758141565,2297.7830679976596,2338.629150390625,1888125,0.0,0.0
2025-05-07,2326.06119085797,2343.6366523024376,2312.609555257485,2327.82861328125,1610400,0.0,0.0
2025-05-08,2318.8935932451186,2328.9086679425363,2298.5688334765755,2312.216796875,2323073,0.0,0.0
2025-05-09,2287.768137663965,2300.2378988832365,2260.57025538677,2290.615478515625,1805685,0.0,0.0
2025-05-12,2317.2244679630116,2343.7350868761478,2303.5765044828277,2339.316650390625,1274873,0.0,0.0
2025-05-13,2332.5419526791165,2354.5358530852754,2310.155158509844,2317.224609375,1929665,0.0,0.0
2025-05-14,2327.0432872078413,2327.0432872078413,2296.1142308588765,2307.896728515625,1568111,0.0,0.0
2025-05-15,2308.976625401022,2326.9447405218516,2297.586783068839,2312.51123046875,3236681,0.0,0.0
2025-05-16,2317.2245472572163,2343.735167077532,2306.423924367458,2338.236572265625,1473000,0.0,0.0
2025-05-19,2331.95255175475,2361.408794513757,2331.95255175475,2339.512939453125,936655,0.0,0.0
2025-05-20,2351.1972894631904,2351.1972894631904,2296.1140220411703,2298.6669921875,1617408,0.0,0.0
2025-05-21,2303.478005860862,2332.6396359970754,2302.496131178057,2321.053466796875,1570754,0.0,0.0
2025-05-22,2312.3151721769136,2320.268454005645,2271.174713619723,2288.45556640625,2423653,0.0,0.0
2025-05-23,2294.5431090059574,2321.642949192319,2287.3756147859463,2316.43896484375,844118,0.0,0.0
2025-05-26,2325.07927344993,2353.8482499032,2321.250058032729,2350.706298828125,892618,0.0,0.0
2025-05-27,2350.706553150472,2365.8273291751543,2317.5191369873537,2337.058349609375,1865258,0.0,0.0
2025-05-28,2344.716729896539,2344.716729896539,2309.3692415061387,2319.18798828125,897517,0.0,0.0
2025-05-29,2326.0613384377953,2332.9344618523432,2312.8060289954524,2323.802978515625,1111275,0.0,0.0
2025-05-30,2317.224213784136,2331.8540504341177,2301.0232817809842,2305.736328125,3288892,0.0,0.0
2025-06-02,2305.343634416857,2340.789408851528,2301.121764755519,2328.6142578125,1178205,0.0,0.0
2025-06-03,2322.2321074614806,2336.3710082209473,2300.139925202615,2309.6640625,1643913,0.0,0.0
2025-06-04,2316.733448566607,2324.686729845221,2299.6489239802295,2321.642822265625,3287896,0.0,0.0
2025-06-05,2321.642934355921,2336.861993557662,2306.3255917892498,2333.3271484375,1787978,0.0,0.0
2025-06-06,2330.283198828193,2353.0626431956043,2327.141247831911,2346.484130859375,997488,0.0,0.0
2025-06-09,2350.608301699548,2355.517675763248,2335.1929150826363,2349.82275390625,1293622,0.0,0.0
2025-06-10,2350.0189544422137,2356.695750752591,2335.2908330438154,2351.786376953125,1778782,0.0,0.0
2025-06-11,2351.7864423801357,2359.346830298541,2328.319730852048,2333.3271484375,1977707,0.0,0.0
2025-06-12,2343.6367531475557,2344.7169112625684,2281.9752104026784,2290.419189453125,3339584,0.0,0.0
2025-06-13,2263.221282893185,2282.760494395082,2260.2756586638234,2276.967529296875,1740682,0.0,0.0
2025-06-16,2277.94931097458,2294.248526930686,2271.1744714100378,2285.215087890625,1105297,0.0,0.0
2025-06-17,2277.949336261707,2290.8119909000766,2271.1744966219585,2286.3935546875,1119284,0.0,0.0
2025-06-18,2285.5097848886408,2289.1426734843863,2244.0747187940665,2255.660888671875,2056563,0.0,0.0
2025-06-19,2258.410148058999,2265.9705354890243,2248.7877278228257,2252.616943359375,1214549,0.0,0.0
2025-06-20,2253.402465225416,2271.0762100507136,2250.849495086671,2264.3994140625,2685864,0.0,0.0
2025-06-23,2265.590049100476,2268.169866753373,2241.082750343553,2257.35498046875,842856,24.0,0.0
2025-06-24,2277.099825042089,2283.053027199062,2242.6705210148793,2245.44873046875,2440747,0.0,0.0
2025-06-25,2261.2244663474958,2272.6347697099336,2253.683647230803,2260.9267578125,1047270,0.0,0.0
2025-06-26,2271.0471751540676,2273.130892683563,2253.8823037125367,2263.010498046875,1874722,0.0,0.0
2025-06-27,2263.0104562105053,2292.4787561982344,2261.5221557844948,2288.90673828125,1050745,0.0,0.0
2025-06-30,2291.8833514974594,2298.928070446473,2270.1542620550413,2276.702880859375,1403754,0.0,0.0
2025-07-01,2282.060604307341,2284.6404218850275,2268.7652176811503,2277.595703125,759914,0.0,0.0
2025-07-02,2277.099747912196,2290.9905524746237,2269.7575623951902,2289.10546875,1128034,0.0,0.0
2025-07-03,2291.9828168641297,2308.750905945756,2286.029614742405,2295.356201171875,1060039,0.0,0.0
2025-07-04,2299.920284481797,2323.1376744970185,2292.2803906553454,2321.05419921875,1242346,0.0,0.0
2025-07-07,2322.7410024796927,2396.858319639088,2322.7410024796927,2391.599609375,2701583,0.0,0.0
2025-07-08,2386.6384929568344,2399.6364137173014,2367.3899041263103,2374.03759765625,1471046,0.0,0.0
2025-07-09,2380.2884570863953,2420.670959786851,2378.4033734605428,2404.498046875,1741690,0.0,0.0
2025-07-10,2404.4982396768783,2415.0156603181044,2378.8996643467794,2389.615234375,1053695,0.0,0.0
2025-07-11,2480.50077507572,2510.2667843766285,2441.8049629845386,2499.947998046875,7242235,0.0,0.0
2025-07-14,2480.5008132523167,2512.7473238245966,2470.5788099993074,2496.971435546875,2427712,0.0,0.0
2025-07-15,2501.0393243676117,2510.167518959921,2490.422829279717,2507.19091796875,1700294,0.0,0.0
2025-07-16,2506.5957173853917,2513.144094156912,2487.9423029182253,2497.963623046875,1284379,0.0,0.0
2025-07-17,2493.3993577519996,2505.702544596446,2486.652347254296,2490.224365234375,807474,0.0,0.0
2025-07-18,2495.2843577635995,2495.2843577635995,2462.144965698126,2470.181884765625,771112,0.0,0.0
2025-07-21,2471.471769802211,2474.150904552474,2436.2486571651175,2445.674560546875,1169960,0.0,0.0
2025-07-22,2450.734836023488,2465.6178411005535,2433.470647028656,2460.359130859375,861632,0.0,0.0
2025-07-23,2461.6490247227266,2467.6022267172193,2422.953211758524,2431.28759765625,1320795,0.0,0.0
2025-07-24,2436.744568380519,2446.7658880933027,2402.1168755368553,2418.785888671875,693984,0.0,0.0
2025-07-25,2407.1772840475533,2409.657784838074,2386.638543712917,2396.560546875,769388,0.0,0.0
2025-07-28,2396.5605543297306,2429.204090176368,2393.4848786817606,2422.556396484375,987995,0.0,0.0
2025-07-29,2425.7314790440246,2438.3323751192297,2410.7491567723273,2434.462890625,732282,0.0,0.0
2025-07-30,2422.9531342933756,2433.768020676373,2379.7924212132107,2418.388916015625,1224146,0.0,0.0
2025-07-31,2401.224093298107,2529.1186177565537,2401.224093298107,2501.535400390625,5505507,0.0,0.0
2025-08-01,2530.110889578397,2706.2264515000306,2517.112968113841,2533.781982421875,4259653,0.0,0.0
2025-08-04,2527.1341727297113,2563.0517752650835,2515.327086013953,2523.85986328125,1293028,0.0,0.0
2025-08-05,2517.7083852053106,2533.0874906124764,2497.6659866058358,2514.93017578125,756361,0.0,0.0
2025-08-06,2518.898917854651,2543.1087511382634,2506.893439258159,2515.8232421875,885487,0.0,0.0
2025-08-07,2515.922254843745,2524.1575657894737,2475.539751039598,2497.8642578125,847151,0.0,0.0
2025-08-08,2496.3760050794067,2510.16749263262,2467.2054125664436,2479.11181640625,839794,0.0,0.0
2025-08-11,2470.678006035155,2504.8095986608714,2459.168385930271,2498.757080078125,992436,0.0,0.0
2025-08-12,2498.3604491802103,2516.815472347512,2460.7561532932295,2464.42724609375,1406211,0.0,0.0
2025-08-13,2465.6178398482184,2481.9891454246754,2454.108219033236,2475.63916015625,969803,0.0,0.0
2025-08-14,2479.4092692334916,2489.430589305409,2453.909769595819,2461.252197265625,1104362,0.0,0.0
2025-08-18,2519.1966970429903,2576.744317534717,2501.6347992367637,2548.06982421875,3089136,0.0,0.0
2025-08-19,2552.13757165593,2594.603793083701,2538.445159023351,2584.4833984375,1400717,0.0,0.0
2025-08-20,2578.7287287523454,2659.096957697686,2568.3106250001715,2648.9765625,3156954,0.0,0.0
2025-08-21,2646.2975584682295,2646.2975584682295,2606.807937462502,2627.346435546875,2235686,0.0,0.0
2025-08-22,2626.3541730605166,2637.76447641911,2598.5725648830726,2609.387451171875,1223445,0.0,0.0
2025-08-25,2622.385449660888,2622.385449660888,2594.8022322765755,2611.074462890625,667598,0.0,0.0
2025-08-26,2604.1290122069813,2683.901819675416,2604.1290122069813,2671.5986328125,4348648,0.0,0.0
2025-08-28,2726.5665836002318,2726.5665836002318,2626.1559558246827,2633.696533203125,3198743,0.0,0.0
2025-08-29,2644.0154449288766,2701.7614547505946,2620.797812241766,2639.054443359375,1972773,0.0,0.0
2025-09-01,2639.054428419475,2652.4491325813005,2618.714322099665,2628.834716796875,1096729,0.0,0.0
2025-09-02,2628.338751273143,2671.400149963799,2624.469266767194,2656.120361328125,1525106,0.0,0.0
2025-09-03,2660.0889285014373,2665.9428132100716,2637.5660307805015,2643.916015625,1010692,0.0,0.0
2025-09-04,2728.5509248247226,2728.5509248247226,2634.787993044382,2645.801513671875,2494678,0.0,0.0
2025-09-05,2646.793550617698,2652.0520182863465,2603.335130123233,2612.860107421875,944879,0.0,0.0
2025-09-08,2609.486845026385,2623.9730666119685,2598.3742498750744,2603.434326171875,903410,0.0,0.0
2025-09-09,2616.4323088236597,2625.560503547093,2590.9328084136164,2621.393310546875,1610956,0.0,0.0
2025-09-10,2621.393291290843,2632.2081780734443,2598.5726835316877,2622.881591796875,1031486,0.0,0.0
2025-09-11,2623.1793324727764,2636.9708204363524,2593.6117136101975,2601.54931640625,1212707,0.0,0.0
2025-09-12,2604.5257148528326,2608.395199020342,2548.9624996026387,2560.372802734375,1368380,0.0,0.0
2025-09-15,2560.37279634945,2573.1720829359647,2548.3670761897,2560.868896484375,752745,0.0,0.0
2025-09-16,2568.01288636171,2569.7988954313,2552.534706310226,2560.769775390625,1040928,0.0,0.0
2025-09-17,2566.8220955202946,2570.8902135171456,2546.4819900088273,2549.656982421875,970247,0.0,0.0
2025-09-18,2550.847649216938,2589.5434608386845,2550.847649216938,2566.623779296875,1550153,0.0,0.0
2025-09-19,2579.7207815780857,2584.384074543658,2534.8733764379313,2539.635986328125,2214708,0.0,0.0
2025-09-22,2548.962702635441,2567.0207005828506,2540.231291096219,2552.1376953125,1174161,0.0,0.0
2025-09-23,2548.8632941880032,2555.2135215505277,2498.558786627699,2502.527587890625,1430474,0.0,0.0
2025-09-24,2502.5276285865116,2555.9080548882134,2490.4228329850216,2529.61474609375,1882881,0.0,0.0
2025-09-25,2526.142091514596,2547.474399043097,2512.0528949895665,2518.502197265625,1624258,0.0,0.0
2025-09-26,2515.2277385461766,2525.54652468155,2479.905311279923,2492.208740234375,885612,0.0,0.0
2025-09-29,2475.5397082588324,2497.7648977229896,2423.945293497526,2478.4169921875,2403556,0.0,0.0
2025-09-30,2478.4170251763394,2506.5956589551924,2472.1663570938695,2494.788330078125,1678088,0.0,0.0
2025-10-01,2495.780641485965,2530.110870187784,2478.4171355140884,2516.41845703125,1483899,0.0,0.0
2025-10-03,2516.4184426371576,2528.721872140129,2488.7361501691885,2525.050537109375,1242611,0.0,0.0
2025-10-06,2515.4262344267695,2529.714064556161,2500.5432294397424,2521.974853515625,818923,0.0,0.0
2025-10-07,2520.188866616989,2539.4374563414676,2488.736164248618,2497.566650390625,1291750,0.0,0.0
2025-10-08,2491.414984165673,2505.305788537764,2466.7092932841597,2480.60009765625,1225128,0.0,0.0
2025-10-09,2481.493000836882,2503.3214078814285,2478.814108419605,2497.963623046875,1259173,0.0,0.0
2025-10-10,2490.422803810714,2515.12849489021,2486.9501026898624,2509.17529296875,1018875,0.0,0.0
2025-10-13,2499.5509243788547,2511.854353327809,2466.0145060992772,2473.35693359375,1114750,0.0,0.0
2025-10-14,2473.555447376003,2489.6290444351353,2462.9389521863327,2482.782958984375,1461017,0.0,0.0
2025-10-15,2483.0805511453786,2512.0527512652384,2483.0805511453786,2499.3525390625,881070,0.0,0.0
2025-10-16,2498.1618926654496,2548.466397996017,2487.545398204978,2541.52099609375,1446646,0.0,0.0
2025-10-17,2545.4898430859407,2594.603757423401,2540.0327414928897,2583.391845703125,2050690,0.0,0.0
2025-10-20,2588.6505276068815,2604.228023538072,2565.4331379755677,2574.164306640625,1011485,0.0,0.0
2025-10-21,2573.7677049527942,2586.3686009360827,2564.9372187424715,2571.485595703125,82020,0.0,0.0
2025-10-23,2580.7129325458322,2646.396542743126,2575.8512480603545,2581.308349609375,3386744,0.0,0.0
2025-10-24,2563.845541367595,2563.845541367595,2455.1996099512826,2496.772705078125,3110800,0.0,0.0
2025-10-27,2496.7727162326983,2505.3057356327795,2486.453930097325,2492.208740234375,2127832,0.0,0.0
2025-10-28,2499.3526254379835,2506.298027731777,2462.541896386315,2477.62353515625,2294976,0.0,0.0
2025-10-29,2493.002510276694,2493.994710552656,2464.6254854896224,2468.693603515625,1870143,0.0,0.0
2025-10-30,2471.5708795685664,2477.5240812054235,2435.752352825584,2450.337890625,1195631,0.0,0.0
2025-10-31,2449.742476349403,2460.160579225737,2433.7679550444664,2446.269775390625,1401937,0.0,0.0
2025-11-03,2436.943259855451,2455.5964317532575,2421.2664466287306,2440.812744140625,1049185,0.0,0.0
2025-11-04,2440.812780562824,2444.0870900572017,2422.2586830765586,2426.624267578125,1251588,0.0,0.0
2025-11-06,2444.682292267998,2444.682292267998,2413.6266157779787,2417.0,1329256,0.0,0.0
2025-11-07,2417.0,2425.0,2400.60009765625,2414.0,817896,19.0,0.0
2025-11-10,2405.0,2429.300048828125,2404.0,2408.800048828125,780558,0.0,0.0
2025-11-11,2422.199951171875,2433.699951171875,2403.10009765625,2427.5,1422399,0.0,0.0
2025-11-12,2430.60009765625,2434.800048828125,2416.199951171875,2424.5,1680827,0.0,0.0
2025-11-13,2429.0,2431.0,2405.0,2407.60009765625,1256059,0.0,0.0
2025-11-14,2405.10009765625,2430.199951171875,2392.0,2427.699951171875,975973,0.0,0.0
2025-11-17,2431.39990234375,2438.39990234375,2416.0,2425.0,920038,0.0,0.0
2025-11-18,2415.800048828125,2422.89990234375,2401.89990234375,2404.0,1229034,0.0,0.0
2025-11-19,2412.0,2450.699951171875,2411.0,2441.60009765625,1465143,0.0,0.0
2025-11-20,2445.10009765625,2459.0,2425.0,2428.39990234375,1396929,0.0,0.0
2025-11-21,2436.199951171875,2443.199951171875,2413.0,2433.699951171875,1840712,0.0,0.0
2025-11-24,2441.89990234375,2444.89990234375,2413.0,2424.199951171875,4092327,0.0,0.0
2025-11-25,2422.0,2424.199951171875,2406.0,2414.10009765625,1240672,0.0,0.0
2025-11-26,2412.0,2427.699951171875,2409.0,2425.199951171875,1242683,0.0,0.0
2025-11-27,2426.10009765625,2459.699951171875,2425.0,2451.699951171875,1872248,0.0,0.0
2025-11-28,2450.0,2470.0,2447.199951171875,2466.60009765625,973225,0.0,0.0
2025-12-01,2466.60009765625,2488.0,2458.800048828125,2464.5,1924828,0.0,0.0
2025-12-02,2471.0,2484.39990234375,2460.0,2477.800048828125,2179406,0.0,0.0
2025-12-03,2478.199951171875,2484.89990234375,2403.10009765625,2448.0,3535932,0.0,0.0
2025-12-04,2440.0,2483.0,2423.199951171875,2462.199951171875,2587753,0.0,0.0
2025-12-05,2422.0,2422.0,2286.699951171875,2338.60009765625,4008271,0.0,0.0
2025-12-08,2350.10009765625,2355.10009765625,2302.0,2314.0,1898154,0.0,0.0
2025-12-09,2318.0,2330.39990234375,2298.10009765625,2306.5,1471488,0.0,0.0
2025-12-10,2306.5,2316.89990234375,2295.0,2301.699951171875,2857290,0.0,0.0
2025-12-11,2296.300048828125,2313.0,2292.0,2305.60009765625,1108032,0.0,0.0
2025-12-12,2306.89990234375,2309.0,2244.699951171875,2260.60009765625,3203114,0.0,0.0
2025-12-15,2260.60009765625,2299.0,2252.0,2293.5,1274115,0.0,0.0
2025-12-16,2293.39990234375,2302.699951171875,2276.0,2281.10009765625,1256042,0.0,0.0
2025-12-17,2281.199951171875,2286.199951171875,2268.300048828125,2275.60009765625,808100,0.0,0.0
2025-12-18,2270.0,2278.300048828125,2255.300048828125,2265.5,1057295,0.0,0.0
2025-12-19,2263.699951171875,2284.800048828125,2263.699951171875,2280.0,1237214,0.0,0.0
2025-12-22,2280.0,2295.0,2280.0,2289.5,790773,0.0,0.0
2025-12-23,2289.300048828125,2310.0,2280.699951171875,2302.60009765625,1128801,0.0,0.0
2025-12-24,2302.60009765625,2305.0,2278.10009765625,2282.199951171875,519380,0.0,0.0
2025-12-26,2282.300048828125,2290.0,2275.0,2285.39990234375,533626,0.0,0.0
2025-12-29,2288.89990234375,2298.699951171875,2280.0,2293.300048828125,1086695,0.0,0.0
2025-12-30,2293.300048828125,2298.0,2283.0,2290.199951171875,1556717,0.0,0.0
2025-12-31,2290.0,2325.5,2286.800048828125,2315.89990234375,1324220,0.0,0.0
2026-01-01,2322.0,2326.0,2300.0,2323.0,758866,0.0,0.0
2026-01-02,2326.0,2357.699951171875,2322.0,2348.0,973413,0.0,0.0
2026-01-05,2341.5,2394.0,2336.39990234375,2384.10009765625,1344113,0.0,0.0
2026-01-06,2398.800048828125,2428.10009765625,2367.800048828125,2424.699951171875,1584720,0.0,0.0
2026-01-07,2416.0,2421.89990234375,2382.0,2399.39990234375,892690,0.0,0.0
2026-01-08,2389.0,2418.10009765625,2368.10009765625,2386.699951171875,1163828,0.0,0.0
2026-01-09,2382.0,2386.0,2361.0,2372.60009765625,1189464,0.0,0.0
2026-01-12,2362.0,2413.89990234375,2361.0,2406.199951171875,1057665,0.0,0.0
2026-01-13,2415.10009765625,2422.199951171875,2365.0,2389.5,1519683,0.0,0.0
2026-01-14,2398.89990234375,2398.89990234375,2341.0,2353.5,1027639,0.0,0.0
2026-01-15,2353.5,2353.5,2353.5,2353.5,0,0.0,0.0
2026-01-16,2370.0,2372.89990234375,2348.89990234375,2360.39990234375,1367606,0.0,0.0
2026-01-19,2353.0,2425.39990234375,2353.0,2413.89990234375,1505238,0.0,0.0
2026-01-20,2423.0,2439.0,2368.5,2379.10009765625,1460806,0.0,0.0
2026-01-21,2379.10009765625,2400.5,2360.0,2368.0,1020245,0.0,0.0
2026-01-22,2368.89990234375,2402.0,2365.699951171875,2390.60009765625,1745964,0.0,0.0
2026-01-23,2400.0,2434.300048828125,2376.800048828125,2409.5,1378097,0.0,0.0
2026-01-27,2412.0,2421.60009765625,2380.5,2400.89990234375,2060117,0.0,0.0
2026-01-28,2403.10009765625,2420.199951171875,2340.60009765625,2378.39990234375,1797593,0.0,0.0
2026-01-29,2370.5,2374.699951171875,2312.0,2352.60009765625,1478536,0.0,0.0
2026-01-30,2341.0,2385.0,2340.0,2373.0,2090462,0.0,0.0
2026-02-02,2356.10009765625,2360.0,2303.0,2357.300048828125,1375089,0.0,0.0
2026-02-03,2390.0,2399.89990234375,2343.300048828125,2368.60009765625,1553270,0.0,0.0
2026-02-04,2360.60009765625,2393.5,2356.800048828125,2371.0,1232755,0.0,0.0
2026-02-05,2362.5,2423.0,2351.60009765625,2354.39990234375,1962066,0.0,0.0
2026-02-06,2354.39990234375,2429.0,2337.5,2424.199951171875,1421995,0.0,0.0
2026-02-09,2425.0,2439.0,2402.0,2435.0,958484,0.0,0.0
2026-02-10,2435.0,2458.10009765625,2430.10009765625,2453.60009765625,792532,0.0,0.0
2026-02-11,2460.0,2470.60009765625,2447.0,2462.89990234375,1137856,0.0,0.0
2026-02-12,2475.0,2479.60009765625,2350.10009765625,2409.699951171875,4656164,0.0,0.0
2026-02-13,2400.0,2400.0,2300.300048828125,2305.199951171875,2791519,0.0,0.0
2026-02-16,2308.10009765625,2327.0,2288.10009765625,2319.0,2036833,0.0,0.0
2026-02-17,2309.300048828125,2326.0,2303.39990234375,2312.300048828125,1233244,0.0,0.0
2026-02-18,2312.60009765625,2328.89990234375,2306.0,2323.5,830787,0.0,0.0
2026-02-19,2336.0,2337.39990234375,2275.60009765625,2279.300048828125,940180,0.0,0.0
2026-02-20,2285.0,2331.199951171875,2278.300048828125,2314.5,1716316,0.0,0.0
2026-02-23,2325.0,2350.0,2320.800048828125,2345.39990234375,1300035,0.0,0.0
2026-02-24,2331.10009765625,2372.0,2330.300048828125,2358.60009765625,1544803,0.0,0.0
2026-02-25,2368.89990234375,2380.0,2349.0,2374.89990234375,1158620,0.0,0.0
2026-02-26,2378.0,2387.300048828125,2355.199951171875,2383.300048828125,1470677,0.0,0.0
2026-02-27,2369.300048828125,2378.89990234375,2330.60009765625,2338.10009765625,3053227,0.0,0.0
2026-03-02,2303.0,2354.0,2290.199951171875,2320.60009765625,2273224,0.0,0.0
2026-03-04,2292.89990234375,2311.60009765625,2252.10009765625,2261.300048828125,2648737,0.0,0.0
2026-03-05,2275.5,2277.800048828125,2228.39990234375,2255.0,1751288,0.0,0.0
2026-03-06,2245.10009765625,2250.0,2219.5,2225.699951171875,1674258,0.0,0.0
2026-03-09,2199.0,2200.0,2170.39990234375,2194.60009765625,1512817,0.0,0.0
2026-03-10,2224.0,2224.0,2175.0,2190.199951171875,1084986,0.0,0.0
2026-03-11,2190.199951171875,2195.0,2156.0,2161.39990234375,1313256,0.0,0.0
2026-03-12,2165.10009765625,2165.10009765625,2109.300048828125,2136.89990234375,1791973,0.0,0.0
2026-03-13,2136.0,2191.89990234375,2120.300048828125,2160.0,2298875,0.0,0.0
2026-03-16,2169.60009765625,2186.699951171875,2154.0,2175.699951171875,1981511,0.0,0.0
2026-03-17,2172.800048828125,2184.800048828125,2145.5,2158.199951171875,1705956,0.0,0.0
2026-03-18,2165.0,2175.0,2129.699951171875,2135.300048828125,2441148,0.0,0.0
2026-03-19,2112.0,2133.60009765625,2070.10009765625,2077.300048828125,2098905,0.0,0.0
2026-03-20,2099.699951171875,2099.800048828125,2069.0,2082.699951171875,2429744,0.0,0.0
2026-03-23,2062.300048828125,2097.0,2033.300048828125,2052.199951171875,2599535,0.0,0.0
2026-03-24,2070.0,2115.0,2066.0,2085.0,1702418,0.0,0.0
2026-03-25,2098.0,2154.699951171875,2086.0,2134.800048828125,2069217,0.0,0.0
2026-03-27,2123.300048828125,2127.0,2069.5,2074.39990234375,2789151,0.0,0.0
2026-03-30,2064.0,2082.39990234375,2046.199951171875,2055.199951171875,2482193,0.0,0.0
2026-04-01,2119.89990234375,2119.89990234375,2052.0,2064.699951171875,2028470,0.0,0.0
2026-04-02,2055.0,2069.89990234375,2022.5,2065.300048828125,1431905,0.0,0.0
2026-04-06,2065.300048828125,2092.800048828125,2041.9000244140625,2084.800048828125,1661298,0.0,0.0
2026-04-07,2064.699951171875,2119.5,2050.800048828125,2110.60009765625,2709707,0.0,0.0
2026-04-08,2130.0,2192.800048828125,2130.0,2145.60009765625,3794437,0.0,0.0
2026-04-09,2145.5,2162.89990234375,2115.0,2133.199951171875,2506245,0.0,0.0
2026-04-10,2133.199951171875,2170.0,2121.39990234375,2155.300048828125,2144484,0.0,0.0
2026-04-13,2131.0,2140.699951171875,2113.5,2127.199951171875,1994541,0.0,0.0
2026-04-15,2140.89990234375,2168.0,2140.89990234375,2157.60009765625,1552971,0.0,0.0
2026-04-16,2158.0,2163.699951171875,2129.10009765625,2139.10009765625,1845734,0.0,0.0
2026-04-17,2142.0,2245.0,2133.0,2240.800048828125,4882697,0.0,0.0
2026-04-20,2240.800048828125,2253.39990234375,2223.199951171875,2231.5,1460822,0.0,0.0
2026-04-21,2238.699951171875,2335.699951171875,2227.199951171875,2310.699951171875,3217281,0.0,0.0
